ID_Transaccion,Fecha_Compra,Dias_Transito_Internacional,Costo_Envio_Subsidiado_USD,Dias_Ultima_Milla_Peru
TRX002868,2024-06-01,12,0,2
TRX002869,2024-09-03,14,0,1
TRX002870,2024-08-18,12,2.99,2
TRX002871,2024-09-04,12,0,5
TRX002872,2024-08-19,8,4.99,1
TRX002873,2024-07-05,10,0,2
TRX002874,2024-06-24,13,0,3
TRX002875,2024-05-25,11,0,1
TRX002876,2024-07-02,15,2.99,5
TRX002877,2024-08-07,10,0,4
TRX002878,2024-05-09,9,2.99,1
TRX002879,2024-05-26,7,0,1
TRX002880,2024-08-23,16,0,2
TRX002881,2024-10-10,11,2.99,2
TRX002882,2024-09-22,12,0,2
TRX002883,2024-10-08,13,0,5
TRX002884,2024-07-05,12,0,1
TRX002885,2024-08-14,12,0,2
TRX002886,2024-08-01,9,2.99,3
TRX002887,2024-06-19,13,0,1
TRX002888,2024-08-07,9,0,4
TRX002889,2024-05-06,12,2.99,1
TRX002890,2024-09-01,16,0,1
TRX002891,2024-07-03,6,0,4
TRX002892,2024-07-14,11,0,4
TRX002893,2024-05-18,14,0,4
TRX002894,2024-09-30,12,0,2
TRX002895,2024-09-25,9,0,3
TRX002896,2024-09-26,14,0,5
TRX002897,2024-10-11,9,2.99,2
TRX002898,2024-07-10,13,0,1
TRX002899,2024-08-26,14,0,1
TRX002900,2024-06-11,10,0,3
TRX002901,2024-09-13,13,2.99,3
TRX002902,2024-06-24,13,0,1
TRX002903,2024-09-01,6,0,7
TRX002904,2024-05-05,11,4.99,1
TRX002905,2024-10-09,16,2.99,3
TRX002906,2024-10-15,5,2.99,3
TRX002907,2024-07-25,5,0,4
TRX002908,2024-08-29,14,0,4
TRX002909,2024-09-20,6,2.99,1
TRX002910,2024-10-04,6,0,2
TRX002911,2024-07-13,17,0,3
TRX002912,2024-08-28,11,0,1
TRX002913,2024-07-25,10,0,5
TRX002914,2024-07-29,8,0,3
TRX002915,2024-07-18,12,0,3
TRX002916,2024-09-24,13,0,2
TRX002917,2024-10-04,13,0,2
TRX002918,2024-05-28,8,4.99,2
TRX002919,2024-06-18,11,2.99,3
TRX002920,2024-10-13,10,0,2
TRX002921,2024-07-13,9,0,4
TRX002922,2024-07-23,14,2.99,3
TRX002923,2024-05-20,10,2.99,1
TRX002924,2024-07-11,14,0,1
TRX002925,2024-09-02,17,0,2
TRX002926,2024-08-20,8,0,3
TRX002927,2024-06-12,12,4.99,1
TRX002928,2024-05-20,11,0,2
TRX002929,2024-07-11,12,0,3
TRX002930,2024-07-14,10,0,2
TRX002931,2024-07-22,9,0,1
TRX002932,2024-10-26,10,0,1
TRX002933,2024-05-02,17,2.99,3
TRX002934,2024-09-01,13,0,1
TRX002935,2024-09-19,10,2.99,2
TRX002936,2024-08-06,9,0,5
TRX002937,2024-05-11,5,0,4
TRX002938,2024-07-20,11,0,1
TRX002939,2024-06-18,14,0,3
TRX002940,2024-07-05,16,0,1
TRX002941,2024-05-15,10,0,1
TRX002942,2024-05-28,11,0,2
TRX002943,2024-09-20,10,0,3
TRX002944,2024-09-03,11,4.99,1
TRX002945,2024-10-07,13,0,4
TRX002946,2024-05-12,17,0,4
TRX002947,2024-07-15,11,0,3
TRX002948,2024-08-22,16,0,2
TRX002949,2024-06-09,13,0,2
TRX002950,2024-06-01,15,0,1
TRX002951,2024-05-29,14,0,2
TRX002952,2024-08-03,9,0,4
TRX002953,2024-06-10,13,0,3
TRX002954,2024-06-08,13,4.99,3
TRX002955,2024-10-24,19,0,4
TRX002956,2024-10-24,5,0,3
TRX002957,2024-05-16,10,0,1
TRX002958,2024-05-18,15,0,1
TRX002959,2024-07-30,12,0,4
TRX002960,2024-09-24,7,0,4
TRX002961,2024-09-02,14,0,3
TRX002962,2024-05-06,10,0,3
TRX002963,2024-10-10,12,0,5
TRX002964,2024-07-13,19,0,2
TRX002965,2024-10-14,13,0,2
TRX002966,2024-10-22,12,0,4
TRX002967,2024-05-15,6,0,2
TRX002968,2024-06-18,19,0,3
TRX002969,2024-06-23,10,0,4
TRX002970,2024-09-06,11,0,3
TRX002971,2024-08-03,5,0,3
TRX002972,2024-07-28,14,0,3
TRX002973,2024-05-27,12,2.99,5
TRX002974,2024-08-04,14,0,3
TRX002975,2024-09-24,14,0,4
TRX002976,2024-06-15,14,0,1
TRX002977,2024-06-01,9,2.99,3
TRX002978,2024-09-23,12,0,4
TRX002979,2024-07-18,11,0,6
TRX002980,2024-05-09,12,4.99,1
TRX002981,2024-09-18,5,0,1
TRX002982,2024-06-23,12,0,4
TRX002983,2024-10-16,15,0,3
TRX002984,2024-07-17,6,0,3
TRX002985,2024-08-14,12,4.99,1
TRX002986,2024-06-18,12,0,2
TRX002987,2024-10-25,12,0,3
TRX002988,2024-10-23,13,0,4
TRX002989,2024-10-22,16,2.99,3
TRX002990,2024-07-08,9,0,4
TRX002991,2024-10-04,10,0,4
TRX002992,2024-05-02,7,0,1
TRX002993,2024-09-14,11,2.99,3
TRX002994,2024-08-08,13,0,3
TRX002995,2024-10-03,8,0,4
TRX002996,2024-10-27,12,2.99,4
TRX002997,2024-09-13,12,2.99,1
TRX002998,2024-10-09,11,0,2
TRX002999,2024-07-04,13,0,3
TRX003000,2024-08-31,10,0,3
TRX003001,2024-07-25,9,4.99,1
TRX003002,2024-06-02,10,2.99,4
TRX003003,2024-08-27,13,0,5
TRX003004,2024-07-06,14,0,4
TRX003005,2024-06-21,8,0,4
TRX003006,2024-08-16,13,0,4
TRX003007,2024-07-19,13,0,3
TRX003008,2024-05-02,11,0,2
TRX003009,2024-05-20,8,0,2
TRX003010,2024-10-18,9,0,2
TRX003011,2024-06-03,15,0,1
TRX003012,2024-07-27,10,0,1
TRX003013,2024-08-04,10,0,4
TRX003014,2024-05-17,15,0,1
TRX003015,2024-08-26,17,0,6
TRX003016,2024-10-20,10,2.99,1
TRX003017,2024-06-10,9,2.99,1
TRX003018,2024-09-04,15,0,2
TRX003019,2024-06-12,10,2.99,3
TRX003020,2024-10-08,13,4.99,2
TRX003021,2024-07-19,17,0,2
TRX003022,2024-08-29,13,0,2
TRX003023,2024-10-17,16,0,3
TRX003024,2024-07-14,11,0,3
TRX003025,2024-07-31,10,0,1
TRX003026,2024-10-12,9,0,4
TRX003027,2024-10-14,9,0,4
TRX003028,2024-05-06,8,0,4
TRX003029,2024-07-08,18,0,4
TRX003030,2024-05-19,13,0,4
TRX003031,2024-08-27,15,0,1
TRX003032,2024-05-06,7,0,1
TRX003033,2024-06-21,10,0,3
TRX003034,2024-05-11,7,0,3
TRX003035,2024-06-18,12,2.99,1
TRX003036,2024-10-21,13,0,1
TRX003037,2024-05-05,13,0,5
TRX003038,2024-09-17,16,4.99,1
TRX003039,2024-06-28,11,0,5
TRX003040,2024-05-25,13,0,1
TRX003041,2024-09-22,15,0,1
TRX003042,2024-07-23,12,0,6
TRX003043,2024-08-07,11,0,4
TRX003044,2024-08-07,12,2.99,2
TRX003045,2024-06-22,14,0,2
TRX003046,2024-10-14,10,0,5
TRX003047,2024-10-14,13,0,1
TRX003048,2024-10-18,14,2.99,3
TRX003049,2024-09-16,12,2.99,3
TRX003050,2024-05-05,8,0,3
TRX003051,2024-08-26,11,4.99,1
TRX003052,2024-05-21,13,0,3
TRX003053,2024-08-10,12,0,1
TRX003054,2024-05-01,9,0,3
TRX003055,2024-10-27,13,0,3
TRX003056,2024-08-27,13,0,5
TRX003057,2024-08-15,7,2.99,3
TRX003058,2024-05-13,10,0,3
TRX003059,2024-09-24,10,0,1
TRX003060,2024-05-09,8,0,2
TRX003061,2024-09-08,6,0,3
TRX003062,2024-09-08,13,0,2
TRX003063,2024-09-06,11,0,3
TRX003064,2024-09-02,13,0,1
TRX003065,2024-07-23,12,0,1
TRX003066,2024-07-15,12,2.99,1
TRX003067,2024-10-19,12,0,1
TRX003068,2024-09-15,13,2.99,3
TRX003069,2024-05-06,11,0,6
TRX003070,2024-09-17,13,0,3
TRX003071,2024-05-19,11,0,1
TRX003072,2024-10-21,14,2.99,3
TRX003073,2024-05-27,13,0,1
TRX003074,2024-09-20,14,0,2
TRX003075,2024-10-27,16,0,2
TRX003076,2024-09-11,12,0,2
TRX003077,2024-07-07,8,0,2
TRX003078,2024-10-01,10,0,2
TRX003079,2024-09-02,16,0,2
TRX003080,2024-08-01,11,0,1
TRX003081,2024-07-26,11,0,1
TRX003082,2024-08-01,17,0,2
TRX003083,2024-08-27,12,0,2
TRX003084,2024-05-25,11,0,1
TRX003085,2024-05-05,12,2.99,5
TRX003086,2024-09-10,15,0,5
TRX003087,2024-09-25,16,0,3
TRX003088,2024-06-25,9,0,4
TRX003089,2024-08-26,5,0,2
TRX003090,2024-06-25,14,2.99,1
TRX003091,2024-08-16,6,0,3
TRX003092,2024-07-25,12,2.99,3
TRX003093,2024-08-08,7,0,3
TRX003094,2024-07-13,11,0,3
TRX003095,2024-08-13,10,0,4
TRX003096,2024-09-21,8,0,1
TRX003097,2024-06-21,12,0,2
TRX003098,2024-08-04,10,0,1
TRX003099,2024-10-14,9,0,3
TRX003100,2024-06-13,8,0,2
TRX003101,2024-05-08,8,2.99,2
TRX003102,2024-08-11,17,0,3
TRX003103,2024-09-02,17,0,3
TRX003104,2024-06-27,12,0,2
TRX003105,2024-08-29,11,4.99,1
TRX003106,2024-05-09,15,0,3
TRX003107,2024-08-07,7,0,1
TRX003108,2024-09-13,15,0,4
TRX003109,2024-09-14,9,0,1
TRX003110,2024-06-12,12,2.99,2
TRX003111,2024-10-02,11,0,2
TRX003112,2024-06-25,8,0,1
TRX003113,2024-08-08,12,2.99,5
TRX003114,2024-10-09,11,0,1
TRX003115,2024-06-22,6,0,2
TRX003116,2024-09-25,11,0,6
TRX003117,2024-06-02,5,0,4
TRX003118,2024-06-21,9,0,4
TRX003119,2024-08-01,14,0,2
TRX003120,2024-05-27,8,0,4
TRX003121,2024-05-05,13,0,3
TRX003122,2024-10-12,12,0,3
TRX003123,2024-09-11,13,0,1
TRX003124,2024-05-31,16,2.99,1
TRX003125,2024-06-10,9,2.99,1
TRX003126,2024-10-10,7,0,2
TRX003127,2024-05-08,19,0,3
TRX003128,2024-06-06,11,0,1
TRX003129,2024-05-04,17,0,6
TRX003130,2024-07-20,6,0,4
TRX003131,2024-05-07,16,0,1
TRX003132,2024-06-08,13,0,1
TRX003133,2024-06-21,14,0,2
TRX003134,2024-07-28,11,0,3
TRX003135,2024-07-08,11,0,1
TRX003136,2024-05-07,12,2.99,1
TRX003137,2024-08-06,12,0,2
TRX003138,2024-08-06,15,0,5
TRX003139,2024-09-24,5,0,2
TRX003140,2024-07-28,8,0,1
TRX003141,2024-09-16,13,0,3
TRX003142,2024-09-13,15,0,1
TRX003143,2024-09-16,11,0,3
TRX003144,2024-08-11,8,2.99,1
TRX003145,2024-10-02,12,4.99,1
TRX003146,2024-05-30,13,0,2
TRX003147,2024-08-04,17,0,1
TRX003148,2024-06-12,11,4.99,1
TRX003149,2024-05-11,8,0,2
TRX003150,2024-05-06,14,0,2
TRX003151,2024-10-08,14,0,3
TRX003152,2024-07-04,11,0,1
TRX003153,2024-10-20,11,0,2
TRX003154,2024-08-27,7,0,5
TRX003155,2024-07-11,8,0,3
TRX003156,2024-08-10,9,0,2
TRX003157,2024-06-27,12,0,2
TRX003158,2024-05-03,5,2.99,2
TRX003159,2024-07-12,11,0,5
TRX003160,2024-08-05,18,0,3
TRX003161,2024-08-24,13,0,5
TRX003162,2024-10-12,7,0,2
TRX003163,2024-09-21,12,2.99,2
TRX003164,2024-06-11,8,0,1
TRX003165,2024-09-14,9,0,3
TRX003166,2024-07-19,16,0,4
TRX003167,2024-10-24,12,0,2
TRX003168,2024-06-14,7,0,2
TRX003169,2024-06-09,16,0,5
TRX003170,2024-07-21,12,0,5
TRX003171,2024-10-21,13,2.99,4
TRX003172,2024-09-19,16,0,3
TRX003173,2024-08-21,8,2.99,6
TRX003174,2024-09-06,11,2.99,3
TRX003175,2024-08-26,12,0,3
TRX003176,2024-09-23,12,0,2
TRX003177,2024-08-12,10,0,4
TRX003178,2024-07-30,12,0,4
TRX003179,2024-05-19,9,2.99,1
TRX003180,2024-06-12,13,4.99,4
TRX003181,2024-10-11,13,0,3
TRX003182,2024-08-10,12,4.99,1
TRX003183,2024-05-08,11,0,2
TRX003184,2024-05-04,6,0,2
TRX003185,2024-10-21,7,0,3
TRX003186,2024-05-17,14,0,2
TRX003187,2024-10-23,14,0,4
TRX003188,2024-07-20,8,0,3
TRX003189,2024-08-06,11,4.99,3
TRX003190,2024-08-05,7,0,4
TRX003191,2024-10-24,10,2.99,5
TRX003192,2024-08-09,12,0,1
TRX003193,2024-10-09,13,4.99,2
TRX003194,2024-10-23,14,0,4
TRX003195,2024-09-12,10,0,1
TRX003196,2024-06-12,14,0,5
TRX003197,2024-07-10,11,0,5
TRX003198,2024-09-20,5,0,3
TRX003199,2024-10-22,5,0,1
TRX003200,2024-09-02,7,0,1
TRX003201,2024-09-28,16,0,1
TRX003202,2024-07-07,8,0,1
TRX003203,2024-08-23,10,0,2
TRX003204,2024-09-07,8,0,1
TRX003205,2024-09-16,18,0,2
TRX003206,2024-07-06,10,0,3
TRX003207,2024-07-25,8,0,2
TRX003208,2024-07-02,6,0,1
TRX003209,2024-09-11,11,0,4
TRX003210,2024-05-01,14,0,1
TRX003211,2024-08-31,11,0,2
TRX003212,2024-08-12,13,0,4
TRX003213,2024-09-14,8,0,3
TRX003214,2024-08-16,10,0,4
TRX003215,2024-07-03,13,0,4
TRX003216,2024-09-16,8,0,1
TRX003217,2024-06-11,12,2.99,3
TRX003218,2024-08-16,11,0,2
TRX003219,2024-07-09,9,0,3
TRX003220,2024-05-24,10,0,2
TRX003221,2024-06-09,14,0,4
TRX003222,2024-10-19,17,2.99,1
TRX003223,2024-10-10,12,0,1
TRX003224,2024-07-05,9,0,1
TRX003225,2024-09-16,15,0,2
TRX003226,2024-09-09,8,0,1
TRX003227,2024-07-07,5,0,3
TRX003228,2024-09-05,10,2.99,1
TRX003229,2024-05-12,6,0,1
TRX003230,2024-06-05,11,0,2
TRX003231,2024-10-13,12,2.99,2
TRX003232,2024-05-01,12,0,4
TRX003233,2024-09-27,10,0,5
TRX003234,2024-07-27,10,2.99,1
TRX003235,2024-05-07,10,0,4
TRX003236,2024-07-17,9,0,2
TRX003237,2024-07-14,7,0,3
TRX003238,2024-09-13,12,2.99,2
TRX003239,2024-05-19,15,2.99,1
TRX003240,2024-07-27,13,0,2
TRX003241,2024-09-07,10,2.99,1
TRX003242,2024-10-17,12,0,2
TRX003243,2024-09-14,12,0,2
TRX003244,2024-05-04,11,0,1
TRX003245,2024-06-16,16,0,1
TRX003246,2024-08-09,9,0,3
TRX003247,2024-10-27,13,0,2
TRX003248,2024-10-10,13,0,2
TRX003249,2024-10-26,17,0,2
TRX003250,2024-08-10,9,2.99,3
TRX003251,2024-08-25,13,2.99,4
TRX003252,2024-05-16,6,0,3
TRX003253,2024-07-28,7,0,3
TRX003254,2024-09-29,14,0,3
TRX003255,2024-10-02,8,0,5
TRX003256,2024-08-11,11,0,3
TRX003257,2024-06-14,14,0,4
TRX003258,2024-06-21,13,0,1
TRX003259,2024-06-06,11,0,3
TRX003260,2024-06-14,19,0,2
TRX003261,2024-09-15,9,0,4
TRX003262,2024-10-27,12,4.99,2
TRX003263,2024-05-28,12,0,4
TRX003264,2024-06-02,13,0,3
TRX003265,2024-09-12,12,4.99,2
TRX003266,2024-10-03,13,0,1
TRX003267,2024-09-27,14,0,4
TRX003268,2024-08-07,16,4.99,3
TRX003269,2024-10-13,16,0,5
TRX003270,2024-10-18,10,0,2
TRX003271,2024-10-11,15,0,5
TRX003272,2024-06-02,19,2.99,1
TRX003273,2024-08-13,10,0,1
TRX003274,2024-06-21,11,0,4
TRX003275,2024-07-03,12,2.99,2
TRX003276,2024-09-03,11,0,1
TRX003277,2024-05-07,14,0,1
TRX003278,2024-09-20,11,0,4
TRX003279,2024-06-03,17,0,1
TRX003280,2024-10-07,6,0,4
TRX003281,2024-10-04,6,2.99,1
TRX003282,2024-07-03,8,0,4
TRX003283,2024-07-30,12,0,3
TRX003284,2024-09-10,11,0,4
TRX003285,2024-09-16,12,0,4
TRX003286,2024-09-16,9,0,2
TRX003287,2024-05-28,13,0,3
TRX003288,2024-06-26,7,2.99,2
TRX003289,2024-05-26,15,0,4
TRX003290,2024-09-06,13,2.99,2
TRX003291,2024-09-12,15,0,3
TRX003292,2024-07-06,13,0,1
TRX003293,2024-08-15,9,4.99,1
TRX003294,2024-06-15,12,0,2
TRX003295,2024-07-03,8,0,4
TRX003296,2024-10-15,12,2.99,2
TRX003297,2024-09-24,14,0,2
TRX003298,2024-05-18,7,0,6
TRX003299,2024-10-06,8,0,1
TRX003300,2024-06-30,11,2.99,3
TRX003301,2024-06-28,10,2.99,4
TRX003302,2024-10-15,12,0,4
TRX003303,2024-05-05,18,0,2
TRX003304,2024-07-23,10,0,2
TRX003305,2024-10-05,6,0,4
TRX003306,2024-05-12,10,0,2
TRX003307,2024-05-06,5,0,3
TRX003308,2024-06-23,16,4.99,2
TRX003309,2024-10-10,20,0,2
TRX003310,2024-05-29,13,2.99,3
TRX003311,2024-07-28,7,0,4
TRX003312,2024-08-01,13,0,1
TRX003313,2024-05-14,12,0,4
TRX003314,2024-05-10,10,0,1
TRX003315,2024-10-21,11,0,3
TRX003316,2024-08-19,17,0,2
TRX003317,2024-09-08,11,0,1
TRX003318,2024-09-06,10,0,3
TRX003319,2024-10-12,12,0,2
TRX003320,2024-09-08,11,0,4
TRX003321,2024-05-11,16,0,1
TRX003322,2024-10-13,6,0,4
TRX003323,2024-10-13,8,0,3
TRX003324,2024-05-28,11,0,1
TRX003325,2024-09-11,8,0,2
TRX003326,2024-06-22,14,0,2
TRX003327,2024-09-12,13,0,1
TRX003328,2024-10-06,9,0,3
TRX003329,2024-06-04,11,0,3
TRX003330,2024-09-14,12,0,1
TRX003331,2024-08-15,15,0,1
TRX003332,2024-09-26,13,0,2
TRX003333,2024-05-15,10,0,3
TRX003334,2024-08-28,11,0,4
TRX003335,2024-08-27,15,0,2
TRX003336,2024-09-02,7,0,4
TRX003337,2024-06-23,5,0,3
TRX003338,2024-06-13,11,0,3
TRX003339,2024-06-20,10,0,1
TRX003340,2024-06-06,16,0,1
TRX003341,2024-06-30,12,0,4
TRX003342,2024-09-13,13,0,2
TRX003343,2024-10-18,11,4.99,3
TRX003344,2024-09-20,11,0,4
TRX003345,2024-06-23,13,2.99,4
TRX003346,2024-05-03,10,2.99,4
TRX003347,2024-09-10,15,4.99,1
TRX003348,2024-09-05,15,0,1
TRX003349,2024-05-17,12,2.99,1
TRX003350,2024-09-29,15,2.99,4
TRX003351,2024-09-19,11,4.99,1
TRX003352,2024-07-16,13,0,3
TRX003353,2024-05-25,13,2.99,3
TRX003354,2024-09-03,7,0,2
TRX003355,2024-06-17,11,0,1
TRX003356,2024-09-30,14,2.99,1
TRX003357,2024-08-09,11,0,3
TRX003358,2024-06-11,8,2.99,3
TRX003359,2024-08-24,17,0,3
TRX003360,2024-06-12,10,4.99,2
TRX003361,2024-06-15,10,0,2
TRX003362,2024-07-14,16,0,1
TRX003363,2024-06-09,13,0,2
TRX003364,2024-07-29,15,0,3
TRX003365,2024-06-29,14,0,3
TRX003366,2024-10-04,14,0,3
TRX003367,2024-06-17,12,0,1
TRX003368,2024-05-18,8,0,2
TRX003369,2024-10-06,16,0,4
TRX003370,2024-09-24,15,0,5
TRX003371,2024-10-19,7,0,2
TRX003372,2024-07-17,13,0,2
TRX003373,2024-07-17,5,0,1
TRX003374,2024-08-19,9,0,5
TRX003375,2024-06-23,14,2.99,1
TRX003376,2024-08-14,7,0,2
TRX003377,2024-08-11,10,0,2
TRX003378,2024-08-14,7,0,1
TRX003379,2024-06-04,12,0,2
TRX003380,2024-09-08,7,0,3
TRX003381,2024-06-13,8,0,2
TRX003382,2024-08-15,10,0,6
TRX003383,2024-05-03,10,0,3
TRX003384,2024-08-22,14,0,2
TRX003385,2024-06-03,12,0,4
TRX003386,2024-06-01,16,0,5
TRX003387,2024-08-09,14,4.99,5
TRX003388,2024-06-25,15,0,4
TRX003389,2024-07-18,12,0,1
TRX003390,2024-09-29,15,0,4
TRX003391,2024-05-20,10,0,4
TRX003392,2024-09-07,16,2.99,4
TRX003393,2024-08-23,7,0,3
TRX003394,2024-06-19,11,0,4
TRX003395,2024-08-09,12,0,4
TRX003396,2024-10-11,11,0,1
TRX003397,2024-08-25,12,0,2
TRX003398,2024-10-10,9,2.99,4
TRX003399,2024-08-19,11,0,1
TRX003400,2024-05-30,10,2.99,1
TRX003401,2024-07-09,5,0,4
TRX003402,2024-09-13,6,0,4
TRX003403,2024-07-27,13,0,1
TRX003404,2024-10-08,9,0,2
TRX003405,2024-09-24,7,2.99,2
TRX003406,2024-06-16,7,0,1
TRX003407,2024-07-19,9,0,1
TRX003408,2024-08-22,10,0,5
TRX003409,2024-05-11,12,0,2
TRX003410,2024-06-03,15,0,1
TRX003411,2024-08-18,11,0,1
TRX003412,2024-10-17,9,0,1
TRX003413,2024-05-07,11,2.99,3
TRX003414,2024-06-08,13,0,2
TRX003415,2024-07-30,10,0,4
TRX003416,2024-07-11,12,0,4
TRX003417,2024-08-28,13,0,1
TRX003418,2024-06-16,9,0,2
TRX003419,2024-09-07,9,2.99,4
TRX003420,2024-06-18,17,0,1
TRX003421,2024-06-27,14,2.99,1
TRX003422,2024-06-27,12,0,1
TRX003423,2024-05-04,7,0,4
TRX003424,2024-10-16,13,4.99,3
TRX003425,2024-05-12,12,2.99,4
TRX003426,2024-08-03,13,0,1
TRX003427,2024-10-24,10,0,3
TRX003428,2024-10-02,12,4.99,1
TRX003429,2024-10-23,10,2.99,1
TRX003430,2024-05-27,8,0,1
TRX003431,2024-07-01,14,0,4
TRX003432,2024-09-08,13,0,5
TRX003433,2024-06-26,14,2.99,2
TRX003434,2024-08-23,13,0,1
TRX003435,2024-06-25,7,0,3
TRX003436,2024-08-20,11,0,2
TRX003437,2024-10-27,11,0,2
TRX003438,2024-09-04,10,0,3
TRX003439,2024-05-07,12,2.99,3
TRX003440,2024-10-21,10,2.99,4
TRX003441,2024-07-24,6,0,2
TRX003442,2024-07-09,11,0,2
TRX003443,2024-09-23,7,0,3
TRX003444,2024-05-04,12,0,4
TRX003445,2024-10-08,14,0,3
TRX003446,2024-08-10,8,0,5
TRX003447,2024-06-12,8,2.99,3
TRX003448,2024-05-17,13,0,1
TRX003449,2024-07-01,14,2.99,1
TRX003450,2024-07-06,13,0,1
TRX003451,2024-07-05,11,0,3
TRX003452,2024-06-19,5,0,3
TRX003453,2024-05-22,13,0,3
TRX003454,2024-05-31,9,0,3
TRX003455,2024-08-19,9,0,1
TRX003456,2024-10-09,12,0,4
TRX003457,2024-10-11,11,0,2
TRX003458,2024-07-20,16,0,2
TRX003459,2024-07-13,15,0,1
TRX003460,2024-05-17,6,0,2
TRX003461,2024-06-20,13,0,3
TRX003462,2024-07-15,13,0,4
TRX003463,2024-05-23,7,2.99,3
TRX003464,2024-10-02,9,2.99,4
TRX003465,2024-06-02,8,0,2
TRX003466,2024-06-19,13,0,1
TRX003467,2024-10-19,13,0,2
TRX003468,2024-06-03,13,0,1
TRX003469,2024-10-04,17,0,4
TRX003470,2024-10-09,10,0,4
TRX003471,2024-05-25,11,0,3
TRX003472,2024-10-18,16,0,2
TRX003473,2024-08-08,13,0,1
TRX003474,2024-08-16,10,0,2
TRX003475,2024-05-27,15,2.99,2
TRX003476,2024-08-30,5,0,1
TRX003477,2024-10-27,14,2.99,2
TRX003478,2024-09-23,18,4.99,2
TRX003479,2024-08-15,19,0,4
TRX003480,2024-06-02,17,0,4
TRX003481,2024-06-26,16,4.99,4
TRX003482,2024-10-13,17,0,2
TRX003483,2024-07-22,12,0,1
TRX003484,2024-10-11,15,0,1
TRX003485,2024-09-09,13,0,1
TRX003486,2024-10-21,13,4.99,2
TRX003487,2024-10-25,9,0,5
TRX003488,2024-09-09,13,2.99,1
TRX003489,2024-08-03,15,0,5
TRX003490,2024-07-04,5,0,2
TRX003491,2024-05-19,10,2.99,1
TRX003492,2024-07-31,10,0,5
TRX003493,2024-09-27,8,0,2
TRX003494,2024-07-09,11,0,6
TRX003495,2024-07-25,11,0,3
TRX003496,2024-07-04,12,0,2
TRX003497,2024-09-22,10,0,2
TRX003498,2024-10-26,15,0,3
TRX003499,2024-10-13,6,0,4
TRX003500,2024-06-14,12,0,2
TRX003501,2024-05-04,11,0,1
TRX003502,2024-06-29,9,0,3
TRX003503,2024-05-13,12,0,3
TRX003504,2024-05-22,10,0,3
TRX003505,2024-06-20,16,0,3
TRX003506,2024-06-09,8,0,1
TRX003507,2024-09-03,10,4.99,2
TRX003508,2024-06-25,13,2.99,3
TRX003509,2024-05-22,14,0,2
TRX003510,2024-06-04,18,0,1
TRX003511,2024-09-27,10,0,2
TRX003512,2024-05-17,12,0,3
TRX003513,2024-09-22,13,0,2
TRX003514,2024-07-31,10,0,2
TRX003515,2024-06-27,17,0,3
TRX003516,2024-05-20,9,2.99,3
TRX003517,2024-05-29,10,0,1
TRX003518,2024-08-25,14,2.99,4
TRX003519,2024-06-03,10,0,3
TRX003520,2024-08-23,14,0,3
TRX003521,2024-09-05,15,0,1
TRX003522,2024-07-18,14,2.99,2
TRX003523,2024-05-30,16,0,4
TRX003524,2024-08-23,8,0,3
TRX003525,2024-10-11,12,2.99,4
TRX003526,2024-06-24,12,0,1
TRX003527,2024-05-16,9,0,1
TRX003528,2024-09-02,13,0,5
TRX003529,2024-08-23,13,0,2
TRX003530,2024-09-14,10,2.99,4
TRX003531,2024-05-07,12,0,3
TRX003532,2024-05-16,17,0,2
TRX003533,2024-05-09,9,0,4
TRX003534,2024-05-01,9,0,3
TRX003535,2024-06-25,10,0,1
TRX003536,2024-09-03,11,0,3
TRX003537,2024-07-20,13,0,4
TRX003538,2024-05-21,16,0,2
TRX003539,2024-05-12,6,0,4
TRX003540,2024-08-11,9,0,3
TRX003541,2024-08-24,11,0,6
TRX003542,2024-07-29,15,0,6
TRX003543,2024-09-12,14,0,3
TRX003544,2024-07-11,15,0,1
TRX003545,2024-10-16,14,0,1
TRX003546,2024-05-09,10,0,5
TRX003547,2024-07-07,13,0,3
TRX003548,2024-08-14,13,0,1
TRX003549,2024-05-03,7,2.99,2
TRX003550,2024-08-09,11,0,2
TRX003551,2024-06-13,8,4.99,2
TRX003552,2024-06-06,14,0,2
TRX003553,2024-10-19,13,0,2
TRX003554,2024-06-25,12,0,5
TRX003555,2024-09-25,17,0,3
TRX003556,2024-07-25,12,0,3
TRX003557,2024-05-02,7,0,1
TRX003558,2024-08-29,10,0,5
TRX003559,2024-09-24,5,2.99,2
TRX003560,2024-08-10,11,0,1
TRX003561,2024-07-28,17,2.99,2
TRX003562,2024-05-08,8,0,1
TRX003563,2024-07-24,8,0,3
TRX003564,2024-10-28,10,0,3
TRX003565,2024-06-18,16,2.99,3
TRX003566,2024-10-27,17,0,2
TRX003567,2024-05-02,10,2.99,6
TRX003568,2024-08-31,16,0,3
TRX003569,2024-05-23,12,0,1
TRX003570,2024-09-08,8,0,5
TRX003571,2024-09-30,15,0,1
TRX003572,2024-09-24,10,0,1
TRX003573,2024-06-09,7,0,2
TRX003574,2024-07-09,13,2.99,3
TRX003575,2024-09-09,7,2.99,5
TRX003576,2024-05-26,13,2.99,3
TRX003577,2024-07-20,9,0,3
TRX003578,2024-06-27,14,0,3
TRX003579,2024-05-22,11,2.99,2
TRX003580,2024-09-17,10,0,2
TRX003581,2024-07-17,15,0,2
TRX003582,2024-06-15,10,0,3
TRX003583,2024-08-20,9,0,3
TRX003584,2024-07-21,11,0,4
